maker,model,mileage,manufacture_year,engine_displacement,engine_power,body_type,color_slug,stk_year,transmission,door_count,seat_count,fuel_type,date_created,date_last_seen,price_eur
audi,a6,130000,,2967,180,,,None,auto,5,5,diesel,2015-11-14 18:58:18.355458+00,2016-01-27 20:40:15.46361+00,27720.21
toyota,corolla,128589,,1398,71,,,None,man,3,5,gasoline,2015-11-14 18:58:18.366084+00,2016-01-27 20:40:15.46361+00,1402.66
skoda,octavia,267445,1998,1598,74,,,None,,4,5,gasoline,2015-11-14 18:58:18.419321+00,2016-01-27 20:40:15.46361+00,1073.28
,,0,2015,1199,60,,,None,auto,5,5,gasoline,2015-11-14 18:58:18.430459+00,2016-01-27 20:40:15.46361+00,13008.88
mercedes-benz,,216700,2004,1991,103,,,None,man,5,5,diesel,2015-11-14 18:58:18.452187+00,2016-01-27 20:40:15.46361+00,4807.55
skoda,octavia,175000,,1598,77,,,None,man,5,5,diesel,2015-11-14 18:58:18.462971+00,2016-01-27 20:40:15.46361+00,8797.19
,,0,2015,1560,73,,,None,auto,5,5,diesel,2015-11-14 18:58:18.473616+00,2016-01-27 20:40:15.46361+00,17057.74
,,174100,2004,1461,74,,,None,man,5,5,diesel,2015-11-14 18:58:18.591328+00,2016-01-27 20:40:15.46361+00,1813.47
bmw,,25000,2014,1598,125,,,None,auto,5,5,gasoline,2015-11-14 18:58:18.609962+00,2016-01-27 20:40:15.46361+00,22020.73
,,5700,2015,898,66,,,None,man,None,5,gasoline,2015-11-14 18:58:18.620319+00,2016-01-27 20:40:15.46361+00,11065.84
rover,,141000,,4999,375,,,None,auto,5,5,gasoline,2015-11-14 18:58:18.631956+00,2016-01-27 20:40:15.46361+00,32938.56
,,173500,2004,1896,74,,,None,man,5,5,diesel,2015-11-14 18:58:18.672127+00,2016-01-27 20:40:15.46361+00,4811.21
,,5488,,1598,60,,,None,man,5,5,gasoline,2015-11-14 18:58:18.691326+00,2016-01-27 20:40:15.46361+00,7364.91
,,2000,,1149,88,,,None,auto,5,5,gasoline,2015-11-14 18:58:18.701548+00,2016-01-27 20:40:15.46361+00,15247.96
,,186000,2003,2188,110,,,None,,5,7,diesel,2015-11-14 18:58:18.772531+00,2016-01-27 20:40:15.46361+00,2772.02
nissan,leaf,5,2015,,80,,,None,auto,None,None,gasoline,2015-11-14 18:58:18.785272+00,2016-01-27 20:40:15.46361+00,20351.59
,,110000,,1461,63,,,None,man,5,5,diesel,2015-11-14 18:58:18.824028+00,2016-01-27 20:40:15.46361+00,4803.85
smart,fortwo,14000,,999,45,,,None,auto,3,2,gasoline,2015-11-14 18:58:18.835407+00,2016-01-27 20:40:15.46361+00,7156.11
,,261356,,1896,50,,,None,,4,9,diesel,2015-11-14 18:58:18.845035+00,2016-01-27 20:40:15.46361+00,2183.57
,,166590,1999,1390,70,,,None,man,4,5,gasoline,2015-11-14 18:58:18.924328+00,2016-01-27 20:40:15.46361+00,777.2
suzuki,vitara,8000,2015,1586,88,,,None,,5,5,gasoline,2015-11-14 18:58:18.961066+00,2016-01-27 20:40:15.46361+00,18131.01
bmw,x1,4000,2015,1995,140,,,None,auto,5,5,diesel,2015-11-14 18:58:18.988106+00,2016-01-27 20:40:15.46361+00,42632.12
bmw,,6000,2015,2993,190,,,None,auto,5,5,diesel,2015-11-14 18:58:19.386102+00,2016-01-27 20:40:15.46361+00,72035.53
toyota,auris,15,2015,1598,97,,,None,man,5,5,gasoline,2015-11-14 18:58:19.413901+00,2016-01-27 20:40:15.46361+00,14985.2
toyota,yaris,16,2015,998,51,,,None,man,5,5,gasoline,2015-11-14 18:58:19.482749+00,2016-01-27 20:40:15.46361+00,10062.92
toyota,auris,36,2015,1197,85,,,None,man,5,5,gasoline,2015-11-14 18:58:19.499315+00,2016-01-27 20:40:15.46361+00,15355.33
,,234000,1999,2299,110,,,None,man,4,5,gasoline,2015-11-14 18:58:19.539761+00,2016-01-27 20:40:15.46361+00,1739.08
ford,galaxy,176000,2011,1997,103,,,None,auto,5,7,diesel,2015-11-14 18:58:19.571773+00,2016-01-27 20:40:15.46361+00,10729.05
hummer,h3,86000,2005,3460,,,,None,auto,5,5,gasoline,2015-11-14 18:58:19.58814+00,2016-01-27 20:40:15.46361+00,11806.07
smart,forfour,171391,2004,1332,70,,,None,auto,5,4,gasoline,2015-11-14 18:58:19.604155+00,2016-01-27 20:40:15.46361+00,2923.76
,,56000,2002,400,,,,None,auto,3,5,diesel,2015-11-14 18:58:19.630431+00,2016-01-27 20:40:15.46361+00,2775.72
mercedes-benz,,219000,2003,1689,70,,,None,man,5,5,diesel,2015-11-14 18:58:19.640839+00,2016-01-27 20:40:15.46361+00,2923.76
skoda,octavia,199461,,1896,77,,,None,man,5,5,diesel,2015-11-14 18:58:19.67526+00,2016-01-27 20:40:15.46361+00,7771.61
volvo,xc70,197455,2005,2401,136,,,None,man,5,5,diesel,2015-11-14 18:58:19.694358+00,2016-01-27 20:40:15.46361+00,7401.92
toyota,yaris,26000,2007,1364,66,,,None,auto,5,5,diesel,2015-11-14 18:58:19.707582+00,2016-01-27 20:40:15.46361+00,6254.63
,,204949,,1390,55,,,None,man,5,5,gasoline,2015-11-14 18:58:19.736921+00,2016-01-27 20:40:15.46361+00,1846.78
skoda,octavia,240000,2001,1595,75,,,None,man,5,5,gasoline,2015-11-14 18:58:19.788472+00,2016-01-27 20:40:15.46361+00,1073.28
,,158729,,1997,66,,,None,man,5,5,diesel,2015-11-14 18:58:19.7998+00,2016-01-27 20:40:15.46361+00,1846.78
skoda,octavia,217630,,1896,96,,,None,man,5,5,diesel,2015-11-14 18:58:19.810557+00,2016-01-27 20:40:15.46361+00,4030.35
,,160770,,1998,97,,,None,auto,2,4,gasoline,2015-11-14 18:58:19.835629+00,2016-01-27 20:40:15.46361+00,1254.63
,,215061,,1870,75,,,None,man,5,5,diesel,2015-11-14 18:58:19.939579+00,2016-01-27 20:40:15.46361+00,1032.57
rover,,339530,,2720,140,,,None,auto,5,5,diesel,2015-11-14 18:58:20.116816+00,2016-01-27 20:40:15.46361+00,12209.47
opel,astra,264000,,1389,66,,,None,,5,5,gasoline,2015-11-14 18:58:20.182701+00,2016-01-27 20:40:15.46361+00,1291.64
ford,galaxy,264000,2003,2792,150,,,None,auto,5,7,diesel,2015-11-14 18:58:20.202043+00,2016-01-27 20:40:15.46361+00,3663.95
skoda,octavia,5,2015,1395,110,,,None,man,5,None,gasoline,2015-11-14 18:58:20.212378+00,2016-01-27 20:40:15.46361+00,21206.51
,,62706,2009,1560,80,,,None,man,5,5,diesel,2015-11-14 18:58:20.231431+00,2016-01-27 20:40:15.46361+00,11099.19
,,185599,2001,1400,55,,,None,man,5,5,gasoline,2015-11-14 18:58:20.280227+00,2016-01-27 20:40:15.46361+00,703.18
skoda,fabia,298000,,1198,47,,,None,man,5,5,gasoline,2015-11-14 18:58:20.309435+00,2016-01-27 20:40:15.46361+00,1591.41
skoda,felicia,150000,1998,1289,50,,,None,man,5,5,gasoline,2015-11-14 18:58:20.334802+00,2016-01-27 20:40:15.46361+00,925.24
ford,mondeo,125000,,1753,74,,,None,man,5,5,diesel,2015-11-14 18:58:20.344766+00,2016-01-27 20:40:15.46361+00,6439.67
citroen,c1,59119,,998,50,,,None,man,5,4,gasoline,2015-11-14 18:58:20.365208+00,2016-01-27 20:40:15.46361+00,3145.82
lexus,,18500,,1998,175,,,None,auto,5,5,gasoline,2015-11-14 18:58:20.377925+00,2016-01-27 20:40:15.46361+00,48112.51
ford,maverick,140000,2004,1989,91,,,None,man,5,5,gasoline,2015-11-14 18:58:20.413616+00,2016-01-27 20:40:15.46361+00,4034.05
mazda,323,126300,2001,1324,53,,,None,man,5,5,gasoline,2015-11-14 18:58:20.492593+00,2016-01-27 20:40:15.46361+00,1813.47
seat,leon,198000,2003,1781,92,,,None,man,5,5,gasoline,2015-11-14 18:58:20.512585+00,2016-01-27 20:40:15.46361+00,3882.31
,,195000,2005,1870,88,,,None,man,5,7,diesel,2015-11-14 18:58:20.525276+00,2016-01-27 20:40:15.46361+00,3886.01
ford,focus,244000,2001,1796,85,,,None,man,4,5,gasoline,2015-11-14 18:58:20.547072+00,2016-01-27 20:40:15.46361+00,1443.38
toyota,land-cruiser,290361,1997,2982,92,,,None,man,5,8,diesel,2015-11-14 18:58:20.562354+00,2016-01-27 20:40:15.46361+00,3663.95
,,280000,2011,1968,75,,,None,man,4,9,diesel,2015-11-14 18:58:20.573795+00,2016-01-27 20:40:15.46361+00,13286.45
bmw,,220250,,1991,110,,,None,man,4,5,gasoline,2015-11-14 18:58:20.583365+00,2016-01-27 20:40:15.46361+00,2479.64
jeep,grand-cherokee,10,2015,2987,184,,,None,auto,5,5,diesel,2015-11-14 18:58:20.643843+00,2016-01-27 20:40:15.46361+00,63589.93
skoda,octavia,178000,2010,1598,77,,,None,man,5,5,diesel,2015-11-14 18:58:20.698396+00,2016-01-27 20:40:15.46361+00,6843.08
hyundai,i30,12,2015,1368,73,,,None,man,5,5,gasoline,2015-11-14 18:58:21.036525+00,2016-01-27 20:40:15.46361+00,12434.86
volvo,v50,149000,2005,1600,80,,,None,man,5,5,diesel,2015-11-14 18:58:21.094773+00,2016-01-27 20:40:15.46361+00,4034.05
skoda,octavia,146000,2003,1595,75,,,None,man,5,5,gasoline,2015-11-14 18:58:21.177381+00,2016-01-27 20:40:15.46361+00,3145.82
citroen,xsara-picasso,135000,2005,1560,80,,,None,man,5,5,diesel,2015-11-14 18:58:21.43607+00,2016-01-27 20:40:15.46361+00,2923.76
citroen,c5,149000,2006,1560,80,,,None,man,5,5,diesel,2015-11-14 18:58:21.521658+00,2016-01-27 20:40:15.46361+00,3145.82
,,113000,2007,1560,66,,,None,man,5,5,diesel,2015-11-14 18:58:21.554157+00,2016-01-27 20:40:15.46361+00,3515.91
ford,s-max,164000,2006,1997,103,,,None,man,5,5,diesel,2015-11-14 18:58:21.67751+00,2016-01-27 20:40:15.46361+00,6106.59
skoda,fabia,128000,2003,1896,74,,,None,man,5,5,diesel,2015-11-14 18:58:21.690306+00,2016-01-27 20:40:15.46361+00,3071.8
,,167000,2005,1500,48,,,None,man,5,5,diesel,2015-11-14 18:58:21.731284+00,2016-01-27 20:40:15.46361+00,925.24
kia,sorento,168000,2004,2497,103,,,None,man,5,5,diesel,2015-11-14 18:58:21.747155+00,2016-01-27 20:40:15.46361+00,3589.93
,,174000,,1461,78,,,None,man,5,5,diesel,2015-11-14 18:58:21.776933+00,2016-01-27 20:40:15.46361+00,6476.68
nissan,qashqai,119604,2008,1598,84,,,None,man,5,5,gasoline,2015-11-14 18:58:21.807657+00,2016-01-27 20:40:15.46361+00,7213.18
,,225000,,1968,103,,,None,man,None,5,diesel,2015-11-14 18:58:21.834189+00,2016-01-27 20:40:15.46361+00,4441.12
jeep,cherokee,248271,2002,2499,105,,,None,man,5,5,diesel,2015-11-14 18:58:21.848893+00,2016-01-27 20:40:15.46361+00,5029.61
honda,civic,154425,2005,1686,74,,,None,man,5,5,diesel,2015-11-14 18:58:21.869056+00,2016-01-27 20:40:15.46361+00,3327.17
opel,astra,227194,2001,1796,92,,,None,man,None,5,gasoline,2015-11-14 18:58:21.905537+00,2016-01-27 20:40:15.46361+00,1476.68
bmw,,239803,2006,2993,160,,,None,auto,4,5,diesel,2015-11-14 18:58:21.928055+00,2016-01-27 20:40:15.46361+00,8327.13
,,162000,2001,1598,77,,,None,man,3,5,gasoline,2015-11-14 18:58:21.95632+00,2016-01-27 20:40:15.46361+00,1554.4
ford,mondeo,73287,,1999,107,,,None,man,5,5,gasoline,2015-11-14 18:58:21.966001+00,2016-01-27 20:40:15.46361+00,11099.19
,,241000,2002,1896,74,,,None,man,5,5,diesel,2015-11-14 18:58:22.009273+00,2016-01-27 20:40:15.46361+00,2553.66
,,126000,2002,1149,43,,,None,man,3,4,gasoline,2015-11-14 18:58:22.170708+00,2016-01-27 20:40:15.46361+00,1106.59
suzuki,vitara,0,2015,1586,88,,,None,man,5,5,gasoline,2015-11-14 18:58:22.20049+00,2016-01-27 20:40:15.46361+00,16339.75
,,194000,,1896,96,,,None,man,5,5,diesel,2015-11-14 18:58:22.247144+00,2016-01-27 20:40:15.46361+00,3663.95
mercedes-benz,,246000,2008,2987,165,,,None,auto,5,5,diesel,2015-11-14 18:58:22.270279+00,2016-01-27 20:40:15.46361+00,10325.68
skoda,octavia,111000,2010,1598,77,,,None,man,5,5,diesel,2015-11-14 18:58:22.305629+00,2016-01-27 20:40:15.46361+00,9141.38
mercedes-benz,,154500,2000,1598,75,,,None,man,5,5,gasoline,2015-11-14 18:58:22.338807+00,2016-01-27 20:40:15.46361+00,1813.47
seat,arosa,212000,2001,1390,44,,,None,man,3,4,gasoline,2015-11-14 18:58:22.356276+00,2016-01-27 20:40:15.46361+00,1406.37
mitsubishi,pajero,212000,,3200,118,,,None,man,5,7,diesel,2015-11-14 18:58:22.374705+00,2016-01-27 20:40:15.46361+00,5544.04
skoda,octavia,170000,2000,1984,85,,,None,man,5,5,gasoline,2015-11-14 18:58:22.568298+00,2016-01-27 20:40:15.46361+00,2553.66
skoda,fabia,0,2015,1197,81,,,None,man,5,5,gasoline,2015-11-14 18:58:22.5795+00,2016-01-27 20:40:15.46361+00,13064.43
bmw,x3,209000,2004,2993,150,,,None,auto,5,5,diesel,2015-11-14 18:58:22.596201+00,2016-01-27 20:40:15.46361+00,6994.82
opel,vivaro,220000,2008,1995,84,,,None,man,4,8,diesel,2015-11-14 18:58:22.606169+00,2016-01-27 20:40:15.46361+00,8697.26
skoda,octavia,150527,2005,1595,75,,,None,man,5,5,gasoline,2015-11-14 18:58:22.615565+00,2016-01-27 20:40:15.46361+00,3697.26
skoda,fabia,147297,2001,1390,74,,,None,man,5,5,gasoline,2015-11-14 18:58:22.629305+00,2016-01-27 20:40:15.46361+00,2586.97
,,86027,2008,1400,54,,,None,man,5,5,gasoline,2015-11-14 18:58:22.671335+00,2016-01-27 20:40:15.46361+00,4219.1
hyundai,i30,8900,2015,1591,88,,,None,man,5,5,gasoline,2015-11-14 18:58:22.698587+00,2016-01-27 20:40:15.46361+00,11750.52
,,83887,2010,1600,77,,,None,man,5,5,diesel,2015-11-14 18:58:22.708302+00,2016-01-27 20:40:15.46361+00,7512.95
chevrolet,captiva,75770,2009,2400,100,,,None,man,5,7,gasoline,2015-11-14 18:58:22.7181+00,2016-01-27 20:40:15.46361+00,8882.31
,,105785,2008,1400,55,,,None,man,5,5,gasoline,2015-11-14 18:58:22.738816+00,2016-01-27 20:40:15.46361+00,2738.71
skoda,octavia,96613,2004,1600,75,,,None,man,5,5,gasoline,2015-11-14 18:58:22.74862+00,2016-01-27 20:40:15.46361+00,4441.15
audi,a4,247820,2002,2500,114,,,None,man,5,5,diesel,2015-11-14 18:58:22.764806+00,2016-01-27 20:40:15.46361+00,4071.06
skoda,octavia,54423,2003,1600,75,,,None,man,5,5,gasoline,2015-11-14 18:58:22.893263+00,2016-01-27 20:40:15.46361+00,2812.73
skoda,octavia,96463,2004,1900,96,,,None,man,5,5,diesel,2015-11-14 18:58:22.91118+00,2016-01-27 20:40:15.46361+00,4589.19
skoda,octavia,108285,2010,1600,77,,,None,man,5,5,diesel,2015-11-14 18:58:22.921993+00,2016-01-27 20:40:15.46361+00,7364.91
toyota,yaris,66781,2008,1000,51,,,None,man,3,5,gasoline,2015-11-14 18:58:22.937439+00,2016-01-27 20:40:15.46361+00,3960.03
opel,zafira,150536,2011,1700,81,,,None,man,5,7,diesel,2015-11-14 18:58:22.947736+00,2016-01-27 20:40:15.46361+00,6809.77
,,99822,2002,1600,80,,,None,man,5,5,gasoline,2015-11-14 18:58:22.958164+00,2016-01-27 20:40:15.46361+00,2516.65
ford,fusion,53224,2007,1400,59,,,None,man,5,5,gasoline,2015-11-14 18:58:22.986384+00,2016-01-27 20:40:15.46361+00,4108.07
,,263859,2001,1598,77,,,None,man,None,5,gasoline,2015-11-14 18:58:23.006625+00,2016-01-27 20:40:15.46361+00,2775.72
skoda,octavia,98293,2010,1900,77,,,None,man,5,5,diesel,2015-11-14 18:58:23.076133+00,2016-01-27 20:40:15.46361+00,9215.4
skoda,octavia,145684,2010,1800,118,,,None,auto,5,5,gasoline,2015-11-14 18:58:23.086359+00,2016-01-27 20:40:15.46361+00,9067.36
skoda,octavia,126911,2007,2000,103,,,None,man,5,5,diesel,2015-11-14 18:58:23.10809+00,2016-01-27 20:40:15.46361+00,6217.62
skoda,octavia,114091,2007,2000,103,,,None,man,5,5,diesel,2015-11-14 18:58:23.121153+00,2016-01-27 20:40:15.46361+00,6513.69
,,130750,2006,1600,80,,,None,man,5,5,gasoline,2015-11-14 18:58:23.419776+00,2016-01-27 20:40:15.46361+00,2627.68
skoda,fabia,115470,2001,1400,55,,,None,man,5,5,gasoline,2015-11-14 18:58:23.432209+00,2016-01-27 20:40:15.46361+00,2479.64
ford,mondeo,152592,2008,2000,103,,,None,auto,5,5,diesel,2015-11-14 18:58:23.457262+00,2016-01-27 20:40:15.46361+00,6476.68
,,149175,2010,1600,80,,,None,man,5,5,diesel,2015-11-14 18:58:23.486286+00,2016-01-27 20:40:15.46361+00,8179.13
skoda,fabia,63271,2001,1400,50,,,None,man,5,5,gasoline,2015-11-14 18:58:23.499241+00,2016-01-27 20:40:15.46361+00,2516.65
skoda,octavia,60029,2011,1600,77,,,None,man,5,5,diesel,2015-11-14 18:58:23.544721+00,2016-01-27 20:40:15.46361+00,9548.48
ford,fiesta,91010,2004,1300,51,,,None,man,5,5,gasoline,2015-11-14 18:58:23.555287+00,2016-01-27 20:40:15.46361+00,2553.66
chevrolet,captiva,177677,2008,2000,110,,,None,man,5,5,diesel,2015-11-14 18:58:23.564927+00,2016-01-27 20:40:15.46361+00,6809.77
hyundai,accent,145351,2003,1300,62,,,None,man,5,5,gasoline,2015-11-14 18:58:23.602644+00,2016-01-27 20:40:15.46361+00,1332.35
kia,rio,93618,2008,1400,71,,,None,man,5,5,gasoline,2015-11-14 18:58:23.613171+00,2016-01-27 20:40:15.46361+00,3404.89
mitsubishi,asx,85739,2011,1600,86,,,None,man,5,5,gasoline,2015-11-14 18:58:23.639367+00,2016-01-27 20:40:15.46361+00,11843.08
skoda,fabia,146346,2006,1200,47,,,None,man,5,5,gasoline,2015-11-14 18:58:23.649018+00,2016-01-27 20:40:15.46361+00,3441.89
,,160000,2006,1900,66,,,None,man,5,5,diesel,2015-11-14 18:58:23.658015+00,2016-01-27 20:40:15.46361+00,5144.34
,,272311,,1560,80,,,None,man,5,5,diesel,2015-11-14 18:58:23.703677+00,2016-01-27 20:40:15.46361+00,2442.64
opel,astra,189705,1999,1600,74,,,None,man,5,5,gasoline,2015-11-14 18:58:23.713118+00,2016-01-27 20:40:15.46361+00,1036.27
skoda,octavia,143568,2005,2000,110,,,None,auto,5,5,gasoline,2015-11-14 18:58:23.736799+00,2016-01-27 20:40:15.46361+00,4774.24
skoda,octavia,232727,2000,1600,74,,,None,man,5,5,gasoline,2015-11-14 18:58:23.764509+00,2016-01-27 20:40:15.46361+00,2257.59
seat,leon,134498,2003,1400,55,,,None,man,5,5,gasoline,2015-11-14 18:58:23.774587+00,2016-01-27 20:40:15.46361+00,2405.63
volvo,xc60,35733,2014,2400,133,,,None,auto,5,5,diesel,2015-11-14 18:58:23.809251+00,2016-01-27 20:40:15.46361+00,33308.62
,,218243,2004,1600,80,,,None,man,5,5,diesel,2015-11-14 18:58:23.899992+00,2016-01-27 20:40:15.46361+00,2405.63
skoda,octavia,203200,2000,1600,74,,,None,man,5,5,gasoline,2015-11-14 18:58:23.951062+00,2016-01-27 20:40:15.46361+00,1887.49
skoda,octavia,258971,2001,1900,81,,,None,man,5,5,diesel,2015-11-14 18:58:23.961013+00,2016-01-27 20:40:15.46361+00,2257.59
skoda,superb,229638,2002,1900,96,,,None,man,4,5,diesel,2015-11-14 18:58:24.042112+00,2016-01-27 20:40:15.46361+00,3219.84
,,169764,2003,2000,79,,,None,man,5,5,diesel,2015-11-14 18:58:24.078473+00,2016-01-27 20:40:15.46361+00,1739.45
,,125550,2009,1600,88,,,None,man,5,5,gasoline,2015-11-14 18:58:24.178828+00,2016-01-27 20:40:15.46361+00,5477.42
,,246751,2003,2000,79,,,None,man,5,5,diesel,2015-11-14 18:58:24.197343+00,2016-01-27 20:40:15.46361+00,1813.47
seat,leon,178390,2008,1400,63,,,None,man,5,5,gasoline,2015-11-14 18:58:24.207395+00,2016-01-27 20:40:15.46361+00,4552.18
skoda,fabia,65135,2010,1200,63,,,None,man,5,5,gasoline,2015-11-14 18:58:24.240601+00,2016-01-27 20:40:15.46361+00,6069.58
skoda,fabia,54672,2007,1200,40,,,None,man,5,5,gasoline,2015-11-14 18:58:24.280576+00,2016-01-27 20:40:15.46361+00,3034.79
hyundai,santa-fe,123679,2008,2200,114,,,None,man,5,5,diesel,2015-11-14 18:58:24.319459+00,2016-01-27 20:40:15.46361+00,9400.44
skoda,superb,83600,2013,1968,125,,,None,auto,4,5,diesel,2015-11-14 18:58:24.330932+00,2016-01-27 20:40:15.46361+00,25973.35
suzuki,celerio,7,2015,998,50,,,None,man,5,5,gasoline,2015-11-14 18:58:24.340284+00,2016-01-27 20:40:15.46361+00,8841.6
suzuki,grand-vitara,7,2015,1586,88,,,None,auto,5,5,gasoline,2015-11-14 18:58:24.361101+00,2016-01-27 20:40:15.46361+00,21017.76
citroen,c3,88402,2012,1398,50,,,None,man,5,None,diesel,2015-11-14 18:58:24.393447+00,2016-01-27 20:40:15.46361+00,7364.91
bmw,,354000,2007,2993,170,,,None,man,5,5,diesel,2015-11-14 18:58:24.415837+00,2016-01-27 20:40:15.46361+00,7735.01
,,15700,2015,1560,84,,,None,man,5,7,diesel,2015-11-14 18:58:24.432004+00,2016-01-27 20:40:15.46361+00,17357.51
seat,ibiza,15000,2014,1198,44,,,None,man,3,5,gasoline,2015-11-14 18:58:24.479853+00,2016-01-27 20:40:15.46361+00,6624.72
ford,kuga,5,2015,1998,110,,,None,man,5,5,diesel,2015-11-14 18:58:24.508249+00,2016-01-27 20:40:15.46361+00,24967.06
,,117003,2009,1560,80,,,None,man,5,5,diesel,2015-11-14 18:58:24.524071+00,2016-01-27 20:40:15.46361+00,9988.9
hyundai,ix20,29500,,1396,66,,,None,man,5,5,gasoline,2015-11-14 18:58:24.53533+00,2016-01-27 20:40:15.46361+00,8697.26
citroen,c4-cactus,0,2015,1560,73,,,None,man,5,5,diesel,2015-11-14 18:58:24.564999+00,2016-01-27 20:40:15.46361+00,14245.0
bmw,,115595,,1995,105,,,None,man,3,5,diesel,2015-11-14 18:58:24.765626+00,2016-01-27 20:40:15.46361+00,8475.2
fiat,500,139000,2009,1242,51,,,None,man,3,4,gasoline,2015-11-14 18:58:24.784655+00,2016-01-27 20:40:15.46361+00,4996.26
skoda,octavia,129901,,1595,74,,,None,man,5,5,gasoline,2015-11-14 18:58:24.880172+00,2016-01-27 20:40:15.46361+00,1591.41
,,9964,2015,1461,81,,,None,man,None,5,gasoline,2015-11-14 18:58:24.913304+00,2016-01-27 20:40:15.46361+00,14026.65
chrysler,town-country,,2005,3778,160,,,None,auto,5,7,gasoline,2015-11-14 18:58:24.934179+00,2016-01-27 20:40:15.46361+00,8475.2
honda,stream,151940,2003,1998,115,,,None,man,5,5,gasoline,2015-11-14 18:58:24.954843+00,2016-01-27 20:40:15.46361+00,2586.97
mazda,6,5,2015,2191,110,,,None,man,5,5,diesel,2015-11-14 18:58:25.005758+00,2016-01-27 20:40:15.46361+00,30062.92
skoda,superb,42000,2013,1968,125,,,None,man,5,5,diesel,2015-11-14 18:58:25.016011+00,2016-01-27 20:40:15.46361+00,23056.99
bmw,,186000,,2993,190,,,None,auto,5,5,diesel,2015-11-14 18:58:25.060296+00,2016-01-27 20:40:15.46361+00,24056.22
hyundai,i40,3476,2015,1685,100,,,None,man,None,None,diesel,2015-11-14 18:58:25.088998+00,2016-01-27 20:40:15.46361+00,18097.71
citroen,c3,163000,,1360,54,,,None,man,5,5,gasoline,2015-11-14 18:58:25.102093+00,2016-01-27 20:40:15.46361+00,3293.86
,,200000,2000,1390,55,,,None,man,5,5,gasoline,2015-11-14 18:58:25.115548+00,2016-01-27 20:40:15.46361+00,333.09
ford,s-max,159011,2006,1753,92,,,None,man,5,5,diesel,2015-11-14 18:58:25.243936+00,2016-01-27 20:40:15.46361+00,6213.92
mazda,3,5,2015,1998,88,,,None,man,5,5,gasoline,2015-11-14 18:58:25.255399+00,2016-01-27 20:40:15.46361+00,18238.34
porsche,cayenne,94000,2012,2967,180,,,None,auto,None,None,diesel,2015-11-14 18:58:25.26646+00,2016-01-27 20:40:15.46361+00,48075.5
audi,a4,187000,,1995,88,,,None,man,5,5,diesel,2015-11-14 18:58:25.276613+00,2016-01-27 20:40:15.46361+00,11435.97
seat,cordoba,198000,2004,1390,55,,,None,man,4,5,gasoline,2015-11-14 18:58:25.315505+00,2016-01-27 20:40:15.46361+00,2035.53
skoda,fabia,148000,2003,1390,55,,,None,man,5,5,gasoline,2015-11-14 18:58:25.401284+00,2016-01-27 20:40:15.46361+00,2146.56
skoda,octavia,255900,1998,1896,66,,,None,man,5,5,diesel,2015-11-14 18:58:25.418083+00,2016-01-27 20:40:15.46361+00,1846.78
ford,focus,195740,,1753,85,,,None,man,5,5,diesel,2015-11-14 18:58:25.431211+00,2016-01-27 20:40:15.46361+00,2960.36
,,160919,,1598,79,,,None,man,5,5,gasoline,2015-11-14 18:58:25.565721+00,2016-01-27 20:40:15.46361+00,2590.3
,,157000,2003,1149,43,,,None,man,5,5,gasoline,2015-11-14 18:58:25.642957+00,2016-01-27 20:40:15.46361+00,2183.57
citroen,xsara-picasso,123021,2000,1587,65,,,None,man,5,5,gasoline,2015-11-14 18:58:25.657095+00,2016-01-27 20:40:15.46361+00,1110.29
ford,focus,123850,,1596,74,,,None,man,5,5,gasoline,2015-11-14 18:58:25.668946+00,2016-01-27 20:40:15.46361+00,5547.74
audi,a8,177729,2010,4134,258,,,None,auto,4,5,diesel,2015-11-14 18:58:25.693213+00,2016-01-27 20:40:15.46361+00,27757.18
toyota,yaris,53364,,1298,64,,,None,man,5,5,gasoline,2015-11-14 18:58:25.74916+00,2016-01-27 20:40:15.46361+00,5177.65
honda,jazz,146174,,1245,57,,,None,man,5,5,gasoline,2015-11-14 18:58:25.769255+00,2016-01-27 20:40:15.46361+00,2772.02
,,250000,2003,1997,66,,,None,man,5,5,diesel,2015-11-14 18:58:25.781715+00,2016-01-27 20:40:15.46361+00,1850.48
mazda,3,5,2015,1998,88,,,None,man,5,5,gasoline,2015-11-14 18:58:25.793068+00,2016-01-27 20:40:15.46361+00,18367.88
ford,fiesta,165716,2002,1400,59,,,None,man,5,5,gasoline,2015-11-14 18:58:25.803385+00,2016-01-27 20:40:15.46361+00,2553.66
bmw,,159227,2010,2979,225,,,None,auto,None,5,gasoline,2015-11-14 18:58:25.816999+00,2016-01-27 20:40:15.46361+00,21835.31
,,180500,2005,2967,165,,,None,auto,None,None,diesel,2015-11-14 18:58:25.836721+00,2016-01-27 20:40:15.46361+00,10325.68
skoda,octavia,164000,2004,1598,75,,,None,man,5,5,gasoline,2015-11-14 18:58:25.852621+00,2016-01-27 20:40:15.46361+00,4404.15
honda,hr-v,10,2015,1597,88,,,None,man,None,None,diesel,2015-11-14 18:58:25.975234+00,2016-01-27 20:40:15.46361+00,25307.18
,,164000,,1149,55,,,None,man,5,5,gasoline,2015-11-14 18:58:25.987283+00,2016-01-27 20:40:15.46361+00,1665.43
,,168200,2004,1997,66,,,None,man,5,5,diesel,2015-11-14 18:58:25.997544+00,2016-01-27 20:40:15.46361+00,2590.64
